student_id,course_id,action_date,action_type,outcome_note,staff_user
STU-1676,CS-204,2026-10-26 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1679,CS-204,2026-02-23 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1682,STAT-301,2026-02-09 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1683,STAT-301,2026-02-16 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1689,MATH-150,2026-02-23 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1694,STAT-301,2026-03-02 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1694,DATA-101,2026-10-26 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1702,MATH-150,2026-10-26 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1704,CS-204,2026-03-02 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1705,MATH-150,2026-10-05 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1712,CS-204,2026-03-16 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1723,DATA-101,2026-02-16 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1729,STAT-301,2026-02-09 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1729,MATH-150,2026-10-12 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1732,DATA-101,2026-02-16 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1735,MATH-150,2026-09-21 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1735,CS-204,2026-02-09 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1743,MATH-150,2026-10-26 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1746,CS-204,2026-02-23 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1749,CS-204,2026-10-26 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1751,MATH-150,2026-09-21 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1752,DATA-101,2026-10-26 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1752,STAT-301,2026-09-28 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1753,MATH-150,2026-10-26 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1755,STAT-301,2026-03-02 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1759,CS-204,2026-10-05 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1759,MATH-150,2026-10-26 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1760,CS-204,2026-10-05 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1765,STAT-301,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1771,DATA-101,2026-10-19 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1774,MATH-150,2026-10-26 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1775,CS-204,2026-03-16 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1779,STAT-301,2026-02-23 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1780,DATA-101,2026-02-16 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1780,MATH-150,2026-03-02 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1787,STAT-301,2026-03-02 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1791,MATH-150,2026-10-12 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1791,STAT-301,2026-09-28 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1794,DATA-101,2026-02-09 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1796,DATA-101,2026-02-09 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1799,STAT-301,2026-03-16 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1801,STAT-301,2026-10-12 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1801,MATH-150,2026-02-16 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1802,DATA-101,2026-02-23 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1806,STAT-301,2026-02-09 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1806,CS-204,2026-10-05 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1806,MATH-150,2026-03-09 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1812,STAT-301,2026-02-09 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1812,DATA-101,2026-10-12 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1814,STAT-301,2026-03-02 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1817,CS-204,2026-03-16 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1824,CS-204,2026-03-09 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1824,DATA-101,2026-10-26 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1824,STAT-301,2026-03-09 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1827,DATA-101,2026-10-12 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1829,CS-204,2026-10-12 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1847,CS-204,2026-10-05 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1850,CS-204,2026-10-19 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1867,MATH-150,2026-09-21 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1873,MATH-150,2026-09-21 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1878,STAT-301,2026-09-28 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1886,DATA-101,2026-10-12 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1894,STAT-301,2026-09-21 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1897,MATH-150,2026-03-09 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1901,STAT-301,2026-10-05 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1904,STAT-301,2026-09-21 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1904,MATH-150,2026-03-02 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1907,MATH-150,2026-03-16 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1918,STAT-301,2026-02-09 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1920,CS-204,2026-09-28 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1920,DATA-101,2026-10-05 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1921,MATH-150,2026-02-16 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1935,MATH-150,2026-02-09 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1945,MATH-150,2026-09-28 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1950,MATH-150,2026-03-16 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1955,CS-204,2026-10-12 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1957,CS-204,2026-10-19 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1957,MATH-150,2026-09-28 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1957,DATA-101,2026-10-26 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1964,STAT-301,2026-03-02 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1967,DATA-101,2026-02-16 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1969,STAT-301,2026-10-12 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1969,CS-204,2026-02-23 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1971,STAT-301,2026-03-02 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1971,DATA-101,2026-10-26 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1978,STAT-301,2026-10-05 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1979,MATH-150,2026-10-19 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1982,DATA-101,2026-03-16 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1982,STAT-301,2026-10-26 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1983,STAT-301,2026-03-02 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1983,MATH-150,2026-03-09 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1985,DATA-101,2026-10-05 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1985,STAT-301,2026-02-23 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1988,STAT-301,2026-03-02 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-1988,CS-204,2026-03-02 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-1988,DATA-101,2026-03-16 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-1993,DATA-101,2026-10-26 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-1996,CS-204,2026-10-12 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2001,DATA-101,2026-09-28 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2001,STAT-301,2026-02-16 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2001,CS-204,2026-09-28 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2002,CS-204,2026-03-09 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2002,DATA-101,2026-02-16 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2003,CS-204,2026-03-16 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2004,DATA-101,2026-10-19 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2005,STAT-301,2026-03-16 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2009,STAT-301,2026-10-26 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2010,CS-204,2026-10-26 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2014,MATH-150,2026-03-16 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2016,DATA-101,2026-03-09 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2020,MATH-150,2026-02-09 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2022,CS-204,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2022,MATH-150,2026-09-21 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2023,MATH-150,2026-10-26 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2024,DATA-101,2026-10-05 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2029,STAT-301,2026-02-23 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2029,DATA-101,2026-09-28 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2032,CS-204,2026-03-16 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2033,MATH-150,2026-03-09 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2033,CS-204,2026-02-16 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2035,CS-204,2026-03-02 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2036,CS-204,2026-02-16 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2038,DATA-101,2026-02-09 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2042,CS-204,2026-10-26 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2044,DATA-101,2026-09-21 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2044,MATH-150,2026-09-28 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2046,MATH-150,2026-03-09 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2052,DATA-101,2026-02-16 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2058,DATA-101,2026-03-09 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2058,MATH-150,2026-02-16 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2062,CS-204,2026-10-05 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2062,DATA-101,2026-09-28 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2068,CS-204,2026-09-21 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2068,STAT-301,2026-10-19 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2077,CS-204,2026-10-19 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2077,DATA-101,2026-09-28 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2090,CS-204,2026-03-02 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2093,MATH-150,2026-10-05 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2094,DATA-101,2026-03-09 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2097,MATH-150,2026-03-16 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2098,STAT-301,2026-02-23 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2101,MATH-150,2026-10-05 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2102,STAT-301,2026-03-02 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2105,MATH-150,2026-03-02 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2105,DATA-101,2026-10-05 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2106,MATH-150,2026-02-16 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2106,STAT-301,2026-09-28 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2107,MATH-150,2026-10-26 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2107,DATA-101,2026-03-02 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2114,DATA-101,2026-02-23 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2114,STAT-301,2026-10-19 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2118,CS-204,2026-09-28 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2118,DATA-101,2026-03-16 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2124,DATA-101,2026-02-16 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2126,STAT-301,2026-10-05 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2132,STAT-301,2026-03-02 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2132,CS-204,2026-10-19 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2138,DATA-101,2026-09-28 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2139,CS-204,2026-10-26 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2142,CS-204,2026-10-19 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2152,MATH-150,2026-10-26 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2152,CS-204,2026-03-09 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2156,STAT-301,2026-10-19 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2157,MATH-150,2026-10-19 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2160,STAT-301,2026-03-02 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2161,STAT-301,2026-02-23 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2165,DATA-101,2026-09-28 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2165,CS-204,2026-10-19 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2171,DATA-101,2026-10-26 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2177,CS-204,2026-02-16 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2200,DATA-101,2026-02-16 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2203,DATA-101,2026-10-19 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2205,CS-204,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2205,MATH-150,2026-09-21 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2208,MATH-150,2026-02-16 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2209,DATA-101,2026-10-26 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2211,STAT-301,2026-10-05 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2214,DATA-101,2026-09-21 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2222,CS-204,2026-09-21 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2227,MATH-150,2026-10-26 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2233,MATH-150,2026-09-21 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2234,DATA-101,2026-09-21 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2234,STAT-301,2026-09-28 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2238,CS-204,2026-10-12 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2245,DATA-101,2026-03-02 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2246,STAT-301,2026-03-02 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2254,MATH-150,2026-10-12 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2255,MATH-150,2026-09-21 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2255,DATA-101,2026-10-19 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2257,DATA-101,2026-10-12 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2258,STAT-301,2026-10-19 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2260,DATA-101,2026-10-19 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2262,DATA-101,2026-03-02 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2277,CS-204,2026-03-09 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2278,MATH-150,2026-10-26 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2280,MATH-150,2026-02-16 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2282,STAT-301,2026-03-09 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
